LOC100506869	NR_126341.1
LRRN1	NM_020873.5
WNT4	NM_030761.4
PROKR2	NM_144773.2
LAMA5-AS1	NR_109922.1
LOC101927305	NR_125883.1
HOXA11-AS	NR_002795.2
RNF175	NM_173662.2
RNF170	NM_001160223.1
ASAP1-IT2	NR_045385.1
ASAP1-IT1	NR_002765.2
PCNA	NM_002592.2
ZBTB7A	NM_015898.2
ZBTB7C	NM_001039360.2
ZBTB7B	NM_001252406.2
PCNP	NM_020357.1
PCNT	NM_006031.5
PCNX	NM_014982.2
UTY	NM_001258249.1
LOC442497	NR_033960.1
PCAT1	NR_045262.1
PCAT2	NR_119373.1
PCAT5	NR_110138.1
PCAT4	NR_026555.1
PCAT7	NR_121566.1
PCAT6	NR_046325.1
DNPH1	NM_006443.2
MIR409	NR_029975.1
UFD1L	NM_005659.6
ILF3	NM_017620.2
ILF2	NM_004515.3
GOLGA2P10	NR_033936.3.2
GOLGA2P10	NR_033936.3
BOK	NM_032515.4
BOC	NM_001301861.1
FAM24B-CUZD1	NR_037915.1
DENND2C	NM_001256404.1
DENND2A	NM_015689.3
LOC100133920	NR_024443.3
DENND2D	NM_024901.4
GAGE1	NM_001040663.2
PPT1	NM_000310.3
PPT2	NM_138717.2.8
PPT2	NM_138717.2.6
PPT2	NM_138717.2.2
PPT2	NM_138717.2
PPT2	NM_138717.2.5
PPT2	NM_138717.2.3
PPT2	NM_138717.2.7
PPT2	NM_138717.2.4
GAGE5	NM_001475.1.2
GAGE5	NM_001475.1.3
GAGE5	NM_001475.1
GAGE4	NM_001474.1
GAGE4	NM_001474.1.3
GAGE4	NM_001474.1.2
WHSC1L1	NM_023034.1
GAGE6	NM_001476.1.3
GAGE6	NM_001476.1.2
GAGE6	NM_001476.1
DEFB125	NM_153325.3
SAFB	NM_001201338.1
TRNP1	NM_001013642.2
UBOX5-AS1	NR_038395.1
DEFB123	NM_153324.3
DEFB122	NR_045677.1
YBX3P1	NR_027011.1
CRAT8	NR_131985.1
PPP1R26	NM_014811.3
KC6	NR_002838.1
PPP1R21	NM_001135629.2
NGLY1	NM_018297.3
FAS-AS1	NR_028371.1
LMX1A	NM_001174069.1
ZCCHC24	NM_153367.3
LMX1B	NM_001174146.1
OR6V1	NM_001001667.1
OR6V1	NM_001001667.1.2
ABCE1	NM_001040876.1
KCP	NM_001135914.1
CNR1	NM_001160226.1
GBX2	NM_001485.3
GBX1	NM_001098834.2
CNR2	NM_001841.2
GNL3L	NM_001184819.1
JARID2-AS1	NR_120502.1
LOC606724	NR_002454.2
LOC606724	NR_002454.2.2
OTULIN	NM_138348.4
RABEP1	NM_004703.5
TGS1	NM_024831.6
ANKS1B	NM_152788.4
ANKS1A	NM_015245.2
CDIPT-AS1	NR_015396.1
MIR1972-2	NR_036265.1
MIR1972-2	NR_036265.1.3
MIR1972-2	NR_036265.1.2
MIR1972-2	NR_036265.1.4
MIR1972-1	NR_036054.1
MIR1972-1	NR_036054.1.2
MIR1972-1	NR_036054.1.4
MIR1972-1	NR_036054.1.3
ADAM10	NM_001110.3
ADAM11	NM_002390.4
ADAM12	NM_003474.5
ADAM15	NM_207197.2
ADAM17	NM_003183.4
ADAM18	NM_014237.2
ADAM18	NM_014237.2.2
ADAM19	NM_033274.4
MEPE	NM_001291183.1
HAGH	NM_005326.4
G3BP1	NM_005754.2
OPALIN	NM_033207.4
U2AF1L4	NM_144987.3
NDEL1	NM_030808.4
MIR7851	NR_107005.1
MIR7850	NR_107004.1
MIR7853	NR_107007.1
MIR7852	NR_107006.1
SHANK3	NM_033517.1
MIR7854	NR_107008.1
SHANK1	NM_016148.2
MIR7856	NR_107010.1
ADAM1A	NR_036636.1
PLAC8L1	NM_001029869.1
BRCAT107	NR_131946.1
CNTN4-AS1	NR_046554.1
PCSK9	NM_174936.3
PCSK2	NM_002594.4
PCSK1	NM_000439.4
PCSK6	NM_002570.4
PCSK7	NM_004716.3
PCSK4	NM_017573.4
PCSK5	NM_001190482.1
SP140L	NM_138402.4
TC2N	NM_001128595.2.2
TC2N	NM_001128595.2
LOC63930	NR_033370.1
PLTP	NM_006227.3
FKBP9P1	NR_027339.1
C11orf1	NM_022761.2
MIR6812	NR_106870.1
MIR6813	NR_106871.1
MIR6810	NR_106868.1
MIR6811	NR_106869.1
MIR6816	NR_106874.1
SETBP1	NM_015559.2
MIR6814	NR_106872.1
MIR6815	NR_106873.1
SAMSN1	NM_001256370.1
MIR6818	NR_106876.1
MIR6819	NR_106877.1
FAM151B	NM_205548.2
FAM151A	NM_176782.2
MDC1-AS1	NR_133647.1
MDC1-AS1	NR_133647.1.8
MDC1-AS1	NR_133647.1.5
MDC1-AS1	NR_133647.1.4
MDC1-AS1	NR_133647.1.7
MDC1-AS1	NR_133647.1.6
MDC1-AS1	NR_133647.1.3
MDC1-AS1	NR_133647.1.2
ADGRA1-AS1	NR_111905.1
SNORD91B	NR_003073.1
SNORD91A	NR_003072.1
PAXIP1	NM_007349.3
LDLRAD4-AS1	NR_040031.1
HRAT56	NR_104610.1
VPRBP	NM_014703.2
RPL13AP6	NR_026715.1
RPL13AP5	NR_026712.1
RPL13AP3	NR_004844.1
USE1	NM_018467.3
CNRIP1	NM_015463.2
ARMCX5-GPRASP2	NM_001199818.1
LOC642929	NR_027472.1
CYP1B1-AS1	NR_027252.1
LOC105667213	NR_131768.1
CDC34	NM_004359.1
CDC37	NM_007065.3
OR2T34	NM_001001821.1
OR2T35	NM_001001827.1
OR2T33	NM_001004695.1
PROSER2-AS1	NR_038222.1
SPIN2A	NM_019003.3
SPIN2B	NM_001006681.1
PGLS	NM_012088.2
LINC01198	NR_120426.1
LINC01194	NR_033383.1
LINC01195	NR_126349.1
LINC01197	NR_034095.1
LINC01191	NR_034128.1
LINC01192	NR_033945.1
LINC01193	NR_040094.1
WDR7	NM_015285.2
MRPL42P5	NR_002208.1
CCNA2	NM_001237.3
WDR1	NM_017491.3
VPS25	NM_032353.3
DYNC1I1	NM_004411.4
VPS28	NM_183057.2
VPS29	NM_001282150.1
SKA1	NM_001039535.2
SKA1	NM_001039535.2.2
SKA3	NM_145061.5
SKA2	NM_182620.3
GRID2IP	NM_001145118.1
PCDH20	NM_022843.3
C6orf89	NM_152734.3
PPP1R13B	NM_015316.2
PPP1R13L	NM_001142502.1
LOC100128239	NR_027276.1
LOC100128233	NR_103769.1
WNT10A	NM_025216.2
WNT10B	NM_003394.3
MIR147A	NR_029604.1
MIR147B	NR_030599.1
DMC1	NM_007068.3
MIR1471	NR_031717.1
MIR1470	NR_031716.1
OR4A47	NM_001005512.2
PYY	NM_004160.4
LPP-AS2	NR_036497.1
TM4SF18	NM_001184723.1
TM4SF19	NM_001204897.1
POU3F3	NM_006236.2
FRG2EP	NR_037925.1
POU3F2	NM_005604.3
POU3F1	NM_002699.3
LAMB1	NM_002291.2
LAMB3	NM_000228.2
LAMB2	NM_002292.3
ATP7A	NM_000052.6
LAMB4	NM_007356.2
ATP7B	NM_000053.3
MPHOSPH9	NM_022782.3
MPHOSPH8	NM_017520.3
POU3F4	NM_000307.4
MPHOSPH6	NM_005792.2
MIR936	NR_030760.1
ASTN2	NM_014010.4
ASTN1	NM_004319.2
MIR935	NR_030632.1
MIR933	NR_030630.1
MIR5583-2	NR_049848.1
LOC400867	NR_120405.1
MIR938	NR_030634.1
MIR939	NR_030635.1
MGA	NM_001164273.1
LOC729159	NM_001282301.1
MGP	NM_001190839.1
ADSS	NM_001126.3
SIRPG-AS1	NR_110090.1
SAMD4A	NM_015589.5
ADSL	NM_000026.2
SAMD4B	NM_018028.3
GAS2L1	NM_006478.4
ACVR1C	NM_145259.2
GAS2L3	NM_001303130.1
GAS2L2	NM_139285.3
FAM53C	NM_001135647.1
MIR4433B	NR_106995.1
MIR4433A	NR_039632.1
XRRA1	NM_182969.2
HN1L	NM_144570.2
ZW10	NM_004724.3
RSRC1	NM_001271838.1
RSRC2	NM_023012.5
CPN2	NM_001080513.3
CPN1	NM_001308.2
TP73-AS1	NR_033711.1
PYY2	NR_003064.2
CDADC1	NM_030911.3
GABBR1	NM_001470.2.3
GABBR1	NM_001470.2.2
GABBR1	NM_001470.2.5
GABBR1	NM_001470.2.4
GABBR1	NM_001470.2.7
GABBR1	NM_001470.2.6
GABBR1	NM_001470.2
PHACTR1	NM_001242648.1
NLGN3	NM_181303.1
ARHGAP44	NM_014859.4
ZNF733P	NR_003952.1
CASQ1	NM_001231.4
ARHGAP40	NM_001164431.1
ARHGAP42	NM_152432.2
NLGN1	NM_014932.3
PCBP1-AS1	NR_033872.1
AGAP12P	NR_029396.2
SOX18	NM_018419.2
CDC42EP3	NM_001270436.1
CDC42EP2	NM_006779.3
CDC42EP1	NM_152243.2
CDC42EP5	NM_145057.3.4
CDC42EP5	NM_145057.3.2
CDC42EP5	NM_145057.3.3
CDC42EP5	NM_145057.3
CDC42EP4	NM_012121.4
HEIH	NR_045680.1
GPRC6A	NM_148963.3
TBKBP1	NM_014726.2
ABI2	NM_001282925.1
ABI3	NM_016428.2
OTC	NM_000531.5
TESC	NM_017899.3
XLOC_008559	NR_131214.1
OTP	NM_032109.2
PITPNC1	NM_012417.3
KRT39	NM_213656.3
KRT39	NM_213656.3.2
CACNA1G-AS1	NR_038439.1
KRT31	NM_002277.2
KRT31	NM_002277.2.2
KRT32	NM_002278.3
SNORD3B-1	NR_003271.1.2
SNORD3B-1	NR_003271.1
KRT34	NM_021013.3
KRT34	NM_021013.3.3
KRT34	NM_021013.3.2
KRT37	NM_003770.4.2
KRT37	NM_003770.4
SNORD3B-2	NR_003924.1.2
SNORD3B-2	NR_003924.1
IL21	NM_021803.3
IL20	NM_018724.3
IL22	NM_020525.4
IL25	NM_022789.3
IL24	NM_001185156.1
IL27	NM_145659.3
IL26	NM_018402.1
TIMP1	NM_003254.2
CLINT1	NM_001195555.1
DMAP1	NM_001034023.1
AHRR	NM_020731.4
ADCY4	NM_001198568.1
ADCY5	NM_183357.2
ADCY6	NM_015270.4
ADCY7	NM_001114.4
ADCY1	NM_021116.2
ADCY2	NM_020546.2
ADCY3	NM_004036.3
ADCY8	NM_001115.2
ADCY9	NM_001116.3
NUCKS1	NM_022731.4
DDI2	NM_032341.4
DDI1	NM_001001711.2
XRCC1	NM_006297.2
HOXB-AS3	NR_110331.1
XRCC3	NM_001100118.1
XRCC2	NM_005431.1
XRCC5	NM_021141.3
XRCC4	NM_022406.2
XRCC6	NM_001288976.1
MEIS3	NM_020160.2
MEIS2	NM_170675.4
MEIS1	NM_002398.2
PCDHAC2	NM_018899.5
PCDHAC1	NM_018898.3
CTLA4	NM_005214.4
ESPNL	NM_194312.3
USP32P1	NR_003190.2
USP32P2	NR_003554.1
ESPNP	NR_026567.1
DDX60	NM_017631.5
ATE1-AS1	NR_120495.1
LMO7DN-IT1	NR_126373.1
MLIP-IT1	NR_046832.1
H2AFY2	NM_018649.2
ADCY10	NM_018417.5
OPN1MW	NM_000513.2
OPN1MW	NM_000513.2.2
OPN1MW	NM_000513.2.3
KCNA7	NM_031886.2
KCNA4	NM_002233.3
KCNA5	NM_002234.3
KCNA2	NM_004974.3
KCNA3	NM_002232.4
KCNA1	NM_000217.2
LOC101928525	NR_121579.1
OPTN	NM_001008211.1
BHMT	NM_001713.2
LOC101928523	NR_109803.1
TESC-AS1	NR_120464.1
OPTC	NM_014359.3
MCCC2	NM_022132.4
FTO	NM_001080432.2
ACACA	NM_198834.2.2
ACACA	NM_198834.2
ACACB	NM_001093.3
ZDHHC3	NM_016598.2
PLA2G2A	NM_000300.3
PLA2G2C	NM_001316722.1
PLA2G2E	NM_014589.2
PLA2G2D	NM_012400.3
PLA2G2F	NM_022819.3
OR8J3	NM_001004064.1
OR8J1	NM_001005205.2.2
OR8J1	NM_001005205.2
AATK-AS1	NR_027255.1
CYFIP1	NM_001287810.1
CYFIP1	NM_001287810.1.2
CYFIP2	NM_001291722.1
GUSBP5	NR_003675.2
GUSBP4	NR_132999.1
GUSBP1	NR_027026.1
GUSBP3	NR_027386.2.2
GUSBP3	NR_027386.2.4
GUSBP3	NR_027386.2.5
GUSBP3	NR_027386.2
GUSBP3	NR_027386.2.6
GUSBP2	NR_003504.3
GUSBP9	NR_033968.1
GUSBP9	NR_033968.1.2
GUSBP9	NR_033968.1.3
GUSBP9	NR_033968.1.4
GUSBP9	NR_033968.1.5
GUSBP9	NR_033968.1.6
GUSBP9	NR_033968.1.7
KRTAP29-1	NM_001257309.1.2
KRTAP29-1	NM_001257309.1.3
KRTAP29-1	NM_001257309.1
LHPP	NM_022126.3
NUP188	NM_015354.2
LOC101929694	NR_110017.1
LOC101929696	NR_105052.2
GLT8D2	NM_001316967.1
GLT8D1	NM_001010983.2
OR2C3	NM_198074.4
LOC101929698	NR_110619.1
OR2C1	NM_012368.2
CTD-3080P12.3	NR_109911.1
OR51A2	NM_001004748.1
REG1A	NM_002909.4
REG1B	NM_006507.3
MRGPRD	NM_198923.2
OSR1	NM_145260.2
MRGPRF	NM_001098515.1
MRGPRG	NM_001164377.1
HES1	NM_005524.3
HES2	NM_019089.4
BPNT1	NM_006085.5
LINC00456	NR_125725.1
ABHD14A-ACY1	NM_001316331.1
LINC00457	NR_047036.1
RNU7-1	NR_023317.1
LOC101929340	NR_120577.1
BCL9	NM_004326.3
BCL6	NM_001130845.1
BCL3	NM_005178.4
BCL2	NM_000633.2
NPEPL1	NM_024663.3
CLMN	NM_024734.3
CLMP	NM_024769.3
MTM1	NM_000252.2
CSNK1G2	NM_001319.6
CSNK1G3	NM_001044723.2
CSNK1G1	NM_022048.3
ALOX12-AS1	NR_040089.1
SERPINB1	NM_030666.3
SERPINB3	NM_006919.2
SERPINB2	NM_001143818.1
SERPINB5	NM_002639.4
SERPINB4	NM_002974.3
SERPINB7	NM_001040147.2
SERPINB6	NM_001271823.1
FAM76B	NM_144664.4
FAM76A	NM_001143912.1
EXD3	NM_017820.4
EXD2	NM_001193360.1
EXD1	NM_001286441.1
ELP6	NM_001031703.2
ELP5	NM_015362.4
ELP4	NM_001288726.1
ELP3	NM_018091.5
ELP2	NM_001242875.1
SPRYD3	NM_032840.2
SPRYD4	NM_207344.3
SPRYD7	NM_020456.3
RAC2	NM_002872.4
KLHDC4	NM_017566.3
KLHDC2	NM_014315.2
KLHDC3	NM_057161.3
KLHDC1	NM_172193.2
ASXL1	NM_015338.5
TRIM51	NM_032681.3
ASXL3	NM_030632.1
ASXL2	NM_018263.4
HDDC2	NM_016063.2
HDDC3	NM_001286451.1
ZNF252P-AS1	NR_026974.1
SPATA13	NM_001286792.1
SPATA12	NM_181727.1
SPATA17	NM_138796.3
SPATA16	NM_031955.5
COL18A1-AS2	NR_052004.1
SPATA19	NM_001291992.1
SPATA18	NM_145263.3
VCP	NM_007126.3
CEP170P1	NR_003135.2
TRIM53AP	NR_028346.1
TRIM53AP	NR_028346.1.2
HLA-J	NR_024240.1
HLA-J	NR_024240.1.3
HLA-J	NR_024240.1.2
HLA-J	NR_024240.1.5
HLA-J	NR_024240.1.4
HLA-J	NR_024240.1.7
HLA-J	NR_024240.1.6
HLA-J	NR_024240.1.8
RINL	NM_001195833.1
HFE	NM_000410.3
GPR146	NM_001303473.1
LOC154449	NR_002787.2
GPR141	NM_181791.1
GPR142	NM_181790.1
GPR143	NM_000273.2
HLA-L	NR_027822.1
HLA-L	NR_027822.1.6
HLA-L	NR_027822.1.5
HLA-L	NR_027822.1.4
HLA-L	NR_027822.1.3
HLA-L	NR_027822.1.2
GPR148	NM_207364.2
GPR149	NM_001038705.1
HLA-C	NM_001243042.1.5
HLA-C	NM_001243042.1.2
HLA-C	NM_001243042.1.3
HLA-C	NM_001243042.1.4
HLA-C	NM_001243042.1.6
HLA-C	NM_001243042.1.7
HLA-C	NM_001243042.1
ZWINT	NM_007057.3
LOC728175	NR_040108.1
CITED1	NM_001144885.1
HLA-A	NM_001242758.1
HLA-A	NM_001242758.1.4
HLA-A	NM_001242758.1.8
HLA-A	NM_001242758.1.5
HLA-A	NM_001242758.1.6
HLA-A	NM_001242758.1.7
HLA-A	NM_001242758.1.2
HLA-A	NM_001242758.1.3
CITED4	NM_133467.2
DAGLA	NM_006133.2
DAGLB	NM_139179.3
ZNF219	NM_001101672.1
SLC7A3	NM_001048164.2
PHF21B	NM_138415.4
CSNK1A1L	NM_145203.5
HIRA	NM_003325.3
GM140	NR_046249.1
RIN1	NM_004292.2
RIN3	NM_024832.3
RIN2	NM_001242581.1
WWOX	NM_016373.3
MIR6793	NR_106851.1
LNX1-AS1	NR_046622.1
LNX1-AS2	NR_046827.1
RIPK1	NM_003804.4
RIPK3	NM_006871.3
RIPK2	NM_003821.5
PDCL	NM_005388.4
IGFBP7-AS1	NR_034081.1
SRCIN1	NM_025248.2.2
SRCIN1	NM_025248.2
LOC339666	NR_038918.1
TUBG1	NM_001070.4
C2orf27A	NM_013310.3
C2orf27A	NM_013310.3.2
CRABP1	NM_004378.2
CRABP2	NM_001199723.1
C2orf27B	NM_214461.2.2
C2orf27B	NM_214461.2
LOC102467226	NR_104999.1
C7orf72	NM_001161834.2
LOC102467224	NR_104997.1
LOC102467225	NR_104998.1
C7orf77	NM_001024603.1
LOC102467223	NR_104678.1
TUBG2	NM_016437.2
ZNF419	NM_001098491.1
ZNF418	NM_001317027.1
ZNF417	NM_152475.2
ZNF416	NM_017879.1
ZNF415	NM_001136038.2
ZNF414	NM_001146175.1
ZNF410	NM_001242924.1
GLIPR2	NM_001287013.1
GLIPR1	NM_006851.2
LOC101927870	NR_110141.1
LINC01543	NR_110762.1
POU4F1	NM_006237.3
LINC01541	NR_038325.1
POU4F3	NM_002700.2
LINC01547	NR_027128.1
LINC01546	NR_038428.1
LINC01545	NR_046101.1
FBF1	NM_001080542.1
RASA4	NM_006989.5
LINC01549	NR_037585.1
LINC01548	NR_024102.1
RASA1	NM_002890.2
RASA2	NM_001303246.1
RASA3	NM_007368.2
ACTN3	NM_001258371.2
ACTN2	NM_001103.3
ACTN1	NM_001130004.1
NGFRAP1	NM_001282674.1
ACTN4	NM_004924.4
EZR	NM_001111077.1
PRR29-AS1	NR_126169.1
DKFZP586I1420	NR_002186.1
MIR4269	NR_036229.1
MIR4268	NR_036228.1
MIR4263	NR_036230.1
MIR4262	NR_036226.1
MIR4261	NR_036222.1
MIR4260	NR_036213.1
MIR4267	NR_036225.1
MIR4266	NR_036224.1
MIR4265	NR_036223.1
MIR4264	NR_036231.1
N6AMT1	NM_013240.5
N6AMT2	NM_174928.1
NHS-AS1	NR_046632.1
OR5J2	NM_001005492.1
ABLIM1	NM_002313.5
ABLIM3	NM_001301015.1
ABLIM2	NM_001130083.1
MIR3130-1	NR_036077.1
LINC00632	NR_028344.1
LINC00633	NR_033941.1
LINC00630	NR_038988.1
LINC00636	NR_015394.1
LINC00637	NR_038436.1
LINC00634	NR_024355.1
LINC00635	NR_015414.1
LINC00638	NR_024396.1
LINC00639	NR_039982.1
PTGER4P2-CDK2AP2P2	NR_024496.1
BIVM-ERCC5	NM_001204425.1
ATP6V1E1	NM_001696.3
RAB6A	NM_002869.4
RAB6B	NM_016577.3
RAB6C	NM_032144.2
LOC102724188	NR_110544.1
DLGAP4-AS1	NR_109939.1
DAOA	NM_172370.4
ERVV-1	NM_152473.2
ERVV-2	NM_001191055.1
KRTAP5-AS1	NR_021489.1.3
KRTAP5-AS1	NR_021489.1.2
KRTAP5-AS1	NR_021489.1
GDI2	NM_001494.3
GDI1	NM_001493.2
CALM3	NM_005184.2
LOC105370333	NR_132422.1
MMP25-AS1	NR_123723.1
SPG21	NM_001127889.4
TFAP4	NM_003223.2
SPDL1	NM_017785.4
SPG20	NM_001142294.1
MIR7109	NR_106959.1
MIR7108	NR_106958.1
LOC100506985	NR_109781.1
MIR7107	NR_106957.1
NAPEPLD	NM_001122838.1.2
NAPEPLD	NM_001122838.1
SPTA1	NM_003126.2
HGSNAT	NM_152419.2
CRYZL1	NM_145858.2
SERF2	NM_001199875.1
OR4L1	NM_001004717.1
NAV2-AS2	NR_046672.1
NAV2-AS4	NR_033989.1
NAV2-AS5	NR_049725.1
PGM5P4-AS1	NR_121185.1
NAT9	NM_001305082.1
NAT8	NM_003960.3
NAT2	NM_000015.2
NAT1	NM_001160175.3
NAT6	NM_012191.3
ADGRL4	NM_022159.3
ADGRL2	NM_001297704.1
ADGRL3	NM_015236.4
ADGRL1	NM_001008701.2
FAIM2	NM_012306.3
CCBL1	NM_001287390.1
CCBL2	NM_001008661.2
COX5A	NM_004255.3
TMEM259	NM_001033026.1
TMEM258	NM_014206.3
TMEM257	NM_004709.2
TMEM256	NM_152766.3
TMEM254	NM_001270367.1
TMEM253	NM_001146683.1
TMEM252	NM_153237.1
TMEM251	NM_001098621.1.2
TMEM251	NM_001098621.1
LOC401585	NR_125365.1
SIPA1L1	NM_015556.2
SIPA1L3	NM_015073.2
SIPA1L2	NM_020808.4
QKI	NM_006775.2
SLC35F5	NM_025181.3
SLC35F4	NM_001306087.1
SLC35F6	NM_017877.3
SLC35F1	NM_001029858.3
SLC35F3	NM_173508.3
SLC35F2	NM_017515.4
SUPV3L1	NM_003171.4
LMAN1L	NM_021819.2
TSPAN18	NM_130783.4
TSPAN19	NM_001100917.1
MPC2	NM_001143674.3
MPC1	NM_016098.3
TSPAN10	NM_001290212.1
TSPAN11	NM_001080509.2
TSPAN12	NM_012338.3
LOC100132741	NR_034004.1
LOC100132741	NR_034004.1.2
TSPAN14	NM_030927.2
TSPAN15	NM_012339.3
TSPAN16	NM_012466.3
TSPAN17	NM_012171.2
LOC101929106	NR_110052.1
EAF1	NM_033083.6
EAF2	NM_018456.4
FOXF1	NM_001451.2
FOXF2	NM_001452.1
LOC729348	NR_130931.1
RBPJL	NM_014276.3
TMUB1	NM_001136044.1
TMUB2	NM_001076674.1
SCGB1C1	NM_145651.2
SCGB1C2	NM_001097610.2.2
SCGB1C2	NM_001097610.2
KIAA1644	NM_001099294.1
SYNCRIP	NM_006372.4
LOC100240728	NR_108095.1
MMAA	NM_172250.2
MMAB	NM_052845.3
TYR	NM_000372.4
ALG8	NM_024079.4
ALG9	NM_024740.2
ALG2	NM_033087.3
ALG3	NM_005787.5
ALG1	NM_019109.4
ALG6	NM_013339.3
ALG5	NM_013338.4
WIF1	NM_007191.4
PDXP	NM_020315.4
RNGTT	NM_003800.4
KIAA1324L	NM_001142749.2
ERI3-IT1	NR_046817.1
INSL5	NM_005478.4
HAR1B	NR_003245.1
HAR1A	NR_003244.1
INSL6	NM_007179.2
MAGEL2	NM_019066.4
INSL3	NM_001265587.1
RAB8B	NM_016530.2
HGS	NM_004712.4
MIR4794	NR_039957.1
MIR5187	NR_049819.1
LINC01349	NR_038914.1
MIR5186	NR_049818.1
MIR4792	NR_039955.1
RDM1	NM_145654.3
RDM1	NM_145654.3.2
CLUL1	NM_001289036.1
PDX1	NM_000209.3
LOC101927415	NR_110049.2
LOC101927416	NR_121663.1
LOC101927411	NR_110694.1
LOC101927410	NR_110777.1
INMT	NM_006774.4
LOC101927412	NR_125940.1
LOC101927419	NR_120621.1
LOC101927418	NR_110050.1
TMEM246-AS1	NR_121573.1
LINC01343	NR_038928.1
LINC01342	NR_038869.1
FECH	NM_001012515.2
ADAP1	NM_001284308.1
ADAP2	NM_018404.2
KLHL10	NM_152467.3
KLHL11	NM_018143.2
KLHL12	NM_001303051.1
KLHL13	NM_001168299.1
KLHL14	NM_020805.2
KLHL15	NM_030624.2
C7orf69	NM_025031.2
KLHL18	NM_025010.4
DMRTB1	NM_033067.2
C2orf82	NM_206895.1
TONSL-AS1	NR_109770.1
C7orf61	NM_001004323.1
GABPB2	NM_144618.2
IGIP	NM_001007189.1
ZNF529-AS1	NR_110706.1
C7orf65	NM_001123065.1
IER2	NM_004907.2
LOC100130987	NR_024469.1
SLC16A12-AS1	NR_120614.1
RTEL1-TNFRSF6B	NR_037882.1
SLN	NM_003063.2
SLK	NM_014720.3
SLA	NM_006748.3
PHYH	NM_006214.3
GFY	NM_001195256.1
NOTCH4	NM_004557.3
NOTCH4	NM_004557.3.4
NOTCH4	NM_004557.3.5
NOTCH4	NM_004557.3.6
NOTCH4	NM_004557.3.7
NOTCH4	NM_004557.3.2
NOTCH4	NM_004557.3.3
PHGR1	NM_001145643.1
MEAF6	NM_022756.5
AZIN1	NM_015878.5
NOTCH1	NM_017617.3
NOTCH2	NM_024408.3
AZIN2	NM_001301825.1
ZNF658	NM_033160.5
ZNF655	NM_001083956.1
TCTEX1D2	NM_152773.4
TCTEX1D1	NM_152665.2
ZNF653	NM_138783.3
TCTEX1D4	NM_001013632.3
MIR5692A2	NR_049876.1.2
MIR5692A2	NR_049876.1
MIR5692A1	NR_049875.1.2
MIR5692A1	NR_049875.1
N4BP2L1	NM_001286459.1
RAPGEF5	NM_012294.3
RAPGEF6	NM_001164386.1
N4BP2L2	NM_033111.4
RAPGEF1	NM_198679.1
RAPGEF2	NM_014247.2
RAPGEF3	NM_001098531.2
ZNF384	NM_001135734.2
ZNF383	NM_152604.1
ZNF382	NM_032825.4
POC1B	NM_172240.2
SIL1	NM_001037633.1
KRTAP3-2	NM_031959.2
KRTAP3-2	NM_031959.2.2
KRTAP3-3	NM_033185.2.2
KRTAP3-3	NM_033185.2
KRTAP3-1	NM_031958.1.2
KRTAP3-1	NM_031958.1
SCHLAP1	NR_104322.1
SNRPD3	NM_001278656.1
SNRPD2	NM_004597.5
SNRPD1	NM_006938.3
GRK6	NM_002082.3
LOC101928775	NR_109805.1
NMBR	NM_002511.2
PKP3	NM_001303029.1
RBM26-AS1	NR_038991.1
LOC101928778	NR_110722.1
PKP2	NM_004572.3
IFT43	NM_052873.2
IFT46	NM_020153.3
LINC01552	NR_103721.1
NOP14-AS1	NR_015453.2
GLDN	NM_181789.2
GLDC	NM_000170.2
QPCT	NM_012413.3
LINC01559	NR_036555.1
PC	NM_000920.3
GRK5	NM_005308.2
GID8	NM_017896.2
DHRS12	NM_001270424.1
DHRS13	NM_144683.3
GPR89B	NM_016334.3
GPR89A	NM_001097612.1
MAP1LC3B2	NM_001085481.1
LGMN	NM_001008530.2
MIR3591	NR_039899.1
CAPS2	NM_032606.3
EHMT1	NM_024757.4
EHMT2	NM_001289413.1.2
EHMT2	NM_001289413.1.3
EHMT2	NM_001289413.1
EHMT2	NM_006709.4.2
EHMT2	NM_001289413.1.6
EHMT2	NM_001289413.1.5
EHMT2	NM_001289413.1.4
ADIPOR2	NM_024551.2
ADIPOR1	NM_001290553.1
NBPF20	NM_001278267.1
MARK4	NM_001199867.1
STOX1	NM_001130161.2
MARK1	NM_001286124.1
MARK2	NM_001039469.2
MARK3	NM_001128918.2
IGBP1	NM_001551.2
RN7SL1	NR_002715.1
RN7SL2	NR_027260.1
TPD52L2	NM_199360.2
TPD52L3	NM_033516.5
TPD52L1	NM_003287.2
EFCAB11	NM_145231.3
EFCAB10	NR_027068.1
EFCAB13	NM_152347.4
EFCAB12	NM_207307.1
EFCAB14	NM_014774.2
OR7E47P	NR_120437.1
CAPSL	NM_001042625.1
ACTR3C	NM_001164458.1
ACTR3B	NM_020445.5
WDR13	NM_017883.4
WDR12	NM_018256.3
WDR11	NM_018117.11
WDR17	NM_170710.4
METTL7B	NM_152637.2
WDR19	NM_025132.3
WDR18	NM_024100.3
NAGPA-AS1	NR_038913.1
LINC00879	NR_015400.1
FAM204A	NM_001134672.1
LINC00877	NR_104116.1
LINC00870	NR_038221.1
LINC00871	NR_102701.1
USP9X	NM_001039590.2
MYHAS	NR_125367.1
KRT33B	NM_002279.4
KRT33B	NM_002279.4.2
KRT33A	NM_004138.3
KRT33A	NM_004138.3.2
KRT33A	NM_004138.3.3
ZFP41	NM_001271156.2
ZFP42	NM_001304358.1
LOC100129345	NR_033943.1
MYADML2	NM_001145113.2
