STYX	ENST00000354586
RP5-1096D14.3	ENST00000544163
NLRP13	ENST00000342929
NUP153	ENST00000537253
MYL4	ENST00000354968
AP000640.2	ENST00000531276
RN7SKP136	ENST00000410927
ZBTB47	ENST00000232974
PLA2G15	ENST00000219345
CTD-2297D10.2	ENST00000512155
SNORA5A	ENST00000384111
RP3-508I15.20	ENST00000609428
USP7	ENST00000344836
LINC00442	ENST00000456737
TRBV28	ENST00000390400
ATF4P2	ENST00000601944
LARGE1	ENST00000354992
RP13-362E11.3	ENST00000616013
PDE4C	ENST00000355502
DNM3	ENST00000355305
AC138647.1	ENST00000427937
OR7K1P	ENST00000546439
CTB-33G10.1	ENST00000498085
CLN5	ENST00000636183
CTB-12A17.2	ENST00000624917
IGHEP1	ENST00000521393
GRIP1	ENST00000359742
TNFRSF10D	ENST00000312584
RNU6-862P	ENST00000362804
RUVBL1	ENST00000322623
AC078942.1	ENST00000448698
RNU7-24P	ENST00000458867
MT-RNR2	ENST00000387347
RP11-277A4.4	ENST00000366152
MRPS6	ENST00000399312
RPL7AP7	ENST00000453429
RBPJP5	ENST00000449433
RP4-753D4.2	ENST00000412519
RP11-243M5.2	ENST00000624129
RP11-592N21.2	ENST00000562681
LINC01522	ENST00000428999
DPF1	ENST00000355526
FGFBP2	ENST00000259989
STC2	ENST00000265087
RP11-526I2.1	ENST00000559349
RP1-151F17.1	ENST00000450930
TARM1	ENST00000616041
ZUFSP	ENST00000368576
VN1R81P	ENST00000602085
SNORD91A	ENST00000609620
CTD-2561B21.8	ENST00000625110
RP11-455J20.3	ENST00000608680
RP11-17E13.2	ENST00000608748
TMEM108-AS1	ENST00000505721
RP11-524F11.3	ENST00000623335
CTB-31N19.4	ENST00000605544
RN7SL143P	ENST00000496780
RN7SKP76	ENST00000364419
RECQL	ENST00000421138
FAM201B	ENST00000458407
LL09NC01-254D11.1	ENST00000564021
MIR4733	ENST00000578268
NXF4	ENST00000360035
CTC-436P18.5	ENST00000613012
FAHD2P1	ENST00000546381
RP4-753D10.5	ENST00000440798
PRSS55	ENST00000328655
PALLD	ENST00000505667
RP11-304L19.12	ENST00000564055
ZNF92P2	ENST00000600543
TBX3	ENST00000257566
EIF5AL1	ENST00000520547
ATP6AP1L	ENST00000380167
RP11-693N9.2	ENST00000532510
ZNF385D	ENST00000281523
FAM171B	ENST00000304698
FAM86MP	ENST00000340703
ATP5B	ENST00000262030
UOX	ENST00000471089
RPL7P29	ENST00000437151
MIR520G	ENST00000385064
RP11-18H21.1	ENST00000499452
AC005229.5	ENST00000456995
AC005838.2	ENST00000430712
LCOR	ENST00000421806
CTD-2292P10.2	ENST00000519782
LINC00115	ENST00000473798
TMEM19	ENST00000266673
RP11-272B17.1	ENST00000547088
RP11-612B6.2	ENST00000537724
FTCDNL1	ENST00000622774
RP11-1394O16.1	ENST00000604263
AC083875.2	ENST00000419509
RP11-247I13.6	ENST00000416920
CTD-2234B20.1	ENST00000507674
RNA5SP31	ENST00000411144
SNORD105	ENST00000386910
RP11-361D15.2	ENST00000560199
CFAP126	ENST00000367974
CLEC2A	ENST00000455827
RPSAP60	ENST00000415403
SLFN11	ENST00000308377
GOLGA6A	ENST00000290438
HLA-DQB2	ENST00000435145
IGKV1-5	ENST00000496168
MIR3529	ENST00000637713
GPSM2	ENST00000264126
RPS7P8	ENST00000418311
LRRC43	ENST00000339777
GINM1	ENST00000367419
RYKP1	ENST00000575880
RP11-332E19.2	ENST00000554219
HIGD1AP10	ENST00000527837
STOML1	ENST00000541638
ERO1B	ENST00000354619
USP12-AS1	ENST00000440657
RPL17P17	ENST00000419491
RP3-325F22.5	ENST00000607749
AGGF1P6	ENST00000569213
IL17A	ENST00000340057
RP11-14C10.4	ENST00000632451
CMB9-94B1.2	ENST00000613535
PDCD6IP	ENST00000457054
RP11-161M6.3	ENST00000599946
HIST1H1D	ENST00000244534
SKP1	ENST00000353411
TM2D3	ENST00000333202
RP11-205A8.4	ENST00000605385
RP11-476J6.1	ENST00000556055
TRMT2B-AS1	ENST00000443801
RP11-10F11.3	ENST00000621464
EEF1A1P4	ENST00000359165
Vax2os1_3	ENST00000622578
UBA6	ENST00000322244
CYP2AB1P	ENST00000454440
SENP7	ENST00000394095
THRAP3	ENST00000354618
RP11-624M8.1	ENST00000606001
RP11-573G6.4	ENST00000623583
RPS12P2	ENST00000439728
RETSAT	ENST00000295802
CUL1P1	ENST00000509510
CTD-3046C4.1	ENST00000521221
TUBB8P11	ENST00000415481
AC067945.2	ENST00000431351
RP11-294J22.7	ENST00000623774
AC011286.1	ENST00000413385
MMP15	ENST00000219271
MYH11	ENST00000396324
RP3-477M7.6	ENST00000431968
AC104623.2	ENST00000446357
GPR26	ENST00000284674
ADGRA3	ENST00000334304
SUMO2P12	ENST00000405924
RP11-300D11.3	ENST00000611326
MYCNOS	ENST00000420452
RP5-857K21.15	ENST00000441866
CASP3P1	ENST00000446037
DNASE2	ENST00000222219
MORN3	ENST00000355329
AC009120.11	ENST00000616116
PELP1	ENST00000301396
ZNF33BP1	ENST00000452497
BTNL10	ENST00000595971
DDR2	ENST00000367921
AC009313.1	ENST00000425470
RP11-367J7.4	ENST00000435919
LLGL2	ENST00000392550
ACOX1	ENST00000293217
SNORD17	ENST00000390930
PSMA3	ENST00000216455
MIR7852	ENST00000617442
RP11-292E2.2	ENST00000462300
MNT	ENST00000174618
RP11-168C9.1	ENST00000414581
RP1-273P12.1	ENST00000407586
RP11-141M3.6	ENST00000471537
RP11-789C1.2	ENST00000509548
NMRK2	ENST00000593949
MTCO3P44	ENST00000510977
RP11-1275H24.1	ENST00000610122
RP11-622A1.1	ENST00000511117
RNU5A-4P	ENST00000516588
RP11-305P14.1	ENST00000510964
RP11-588L15.1	ENST00000481627
BOK-AS1	ENST00000434306
AC006026.12	ENST00000457376
KRI1	ENST00000312962
LINC01498	ENST00000502160
RP11-526P5.2	ENST00000438753
AC087499.9	ENST00000432861
AC006378.2	ENST00000426193
RP11-614F17.2	ENST00000514222
RP11-266A24.1	ENST00000533591
SNORD121B	ENST00000458838
RPL35P8	ENST00000433284
KIF20B	ENST00000371728
RP11-6N17.6	ENST00000582142
USP9YP18	ENST00000425912
ADD2	ENST00000264436
RNU6-483P	ENST00000384088
OR7E86P	ENST00000505858
NDUFC2	ENST00000281031
OR2T6	ENST00000355728
RP11-229P13.23	ENST00000456356
LRIG1	ENST00000273261
AC008984.5	ENST00000514037
AGAP14	ENST00000624701
RP11-855O10.3	ENST00000542121
SNORA37	ENST00000384504
NEGR1	ENST00000357731
RP11-144M17.1	ENST00000614203
UBXN6	ENST00000301281
AC136616.2	ENST00000612243
RPUSD4	ENST00000298317
CTC-242N15.1	ENST00000445770
CSF1R	ENST00000286301
RP13-228J13.9	ENST00000415016
MED29	ENST00000315588
RP11-334C17.5	ENST00000570309
PXK	ENST00000356151
RP11-323F24.4	ENST00000611856
NPPC	ENST00000295440
RP11-217B7.3	ENST00000457720
BBS9	ENST00000242067
AC103563.4	ENST00000455643
CCDC24	ENST00000372318
RP11-396F22.1	ENST00000551152
RAC1P1	ENST00000578535
KARS	ENST00000319410
MRPS36P4	ENST00000534436
LINC01100	ENST00000471921
AC114776.3	ENST00000414159
ZNF175	ENST00000262259
FAM60A	ENST00000337682
RPSAP32	ENST00000432681
RP13-13A3.1	ENST00000395664
CD55	ENST00000367067
RP11-307E17.8	ENST00000454869
KLHL7-AS1	ENST00000419813
DNAJC5	ENST00000360864
MSC-AS1	ENST00000457356
TRMT112P6	ENST00000599234
CRYGEP	ENST00000412192
AC011738.4	ENST00000436105
RP11-524O24.2	ENST00000414397
LALBA	ENST00000301046
APOBEC3G	ENST00000407997
GTPBP10	ENST00000222511
RNU6-541P	ENST00000384709
RP11-625H11.2	ENST00000559589
CTA-414D7.1	ENST00000623440
GSTT2B	ENST00000290765
RNU6-1137P	ENST00000517073
RP11-506K19.1	ENST00000554098
SCART1	ENST00000482993
RP11-20I20.4	ENST00000609548
AC096574.4	ENST00000456601
GK5	ENST00000392993
RFC5	ENST00000454402
RP11-57G22.1	ENST00000485809
GHc-857G6.7	ENST00000623412
GS1-24F4.3	ENST00000526235
CTD-2653D5.1	ENST00000526566
CDC123	ENST00000281141
RP11-666O2.5	ENST00000621738
TAS2R13	ENST00000390677
RP11-295K2.3	ENST00000622121
SLIT1-AS1	ENST00000424428
TRPT1	ENST00000394546
ZNF236	ENST00000320610
CTD-2547E10.5	ENST00000617918
CTD-2126E3.5	ENST00000597606
RN7SL666P	ENST00000460953
CAGE1	ENST00000502583
MIR520D	ENST00000385002
ALG1L5P	ENST00000482043
AC099552.2	ENST00000418523
MIR374C	ENST00000637743
MCL1	ENST00000369026
RP11-293A10.3	ENST00000437400
PCSK4	ENST00000300954
H2AFV	ENST00000308153
HINT1P2	ENST00000604731
ZEB1	ENST00000361642
ABC8-43014700C16.1	ENST00000636373
PSAT1P1	ENST00000518968
CASC3	ENST00000264645
MIR1251	ENST00000408552
AC144568.4	ENST00000520139
RNU6-784P	ENST00000384330
NTN1	ENST00000173229
RP11-127I20.7	ENST00000588099
MIR208A	ENST00000362287
C9orf41-AS1	ENST00000455609
RP11-108H9.1	ENST00000622486
RN7SL827P	ENST00000607480
RP1-35C21.1	ENST00000451341
RP11-783K16.13	ENST00000545800
GIMD1	ENST00000507153
ADIRF-AS1	ENST00000609111
RP11-362K14.7	ENST00000602913
IL17RD	ENST00000296318
RNU5B-6P	ENST00000516765
RP11-456N14.4	ENST00000636316
INTS8	ENST00000523731
GRIA3	ENST00000541091
CH17-353B19.1	ENST00000622359
SFRP5	ENST00000266066
RP11-80F22.14	ENST00000566562
WASH4P	ENST00000564273
MIR582	ENST00000365731
AC111200.2	ENST00000358778
LY6G6E	ENST00000383418
RP11-963H4.2	ENST00000478739
RNA5SP214	ENST00000363378
TRAJ37	ENST00000612375
RP11-1E6.1	ENST00000507388
AF131216.5	ENST00000525867
ADGRG5	ENST00000340339
LIG1	ENST00000263274
IL1A	ENST00000263339
RNU4-66P	ENST00000365199
MIR4632	ENST00000584158
ZC3H15	ENST00000337859
XIAP-AS1	ENST00000458331
LL22NC03-75A1.9	ENST00000440829
PRPSAP1	ENST00000446526
RNU6-972P	ENST00000391208
PDAP1	ENST00000350498
RN7SL70P	ENST00000478322
LINC01137	ENST00000424989
PMPCB	ENST00000428154
MIR191	ENST00000384873
AGAP2-AS1	ENST00000542466
AF127936.9	ENST00000432230
RP5-998H6.2	ENST00000450586
RP11-428O23.1	ENST00000633081
EBNA1BP2	ENST00000431635
AC087762.1	ENST00000623469
RP11-283I3.1	ENST00000544067
CSPG4P12	ENST00000559989
CHRM3-AS1	ENST00000444721
RP11-579D7.2	ENST00000548742
RP11-268P4.4	ENST00000542076
TDGF1	ENST00000296145
RP11-517A5.6	ENST00000573044
RP11-424I19.2	ENST00000558515
RP11-307P22.1	ENST00000556153
MIR605	ENST00000385078
RPL17P1	ENST00000445304
SNORD66	ENST00000390856
SNORD66	ENST00000391230
MFSD1	ENST00000415822
RP11-240M16.1	ENST00000434437
PRSS44	ENST00000515154
OR10A5	ENST00000299454
RP11-83B20.2	ENST00000623659
CTD-2008P7.7	ENST00000581722
EIF4G1	ENST00000352767
RP11-679B19.1	ENST00000622621
ASCC1	ENST00000342444
CTD-2323K18.3	ENST00000569468
SERPINA7	ENST00000327674
RP11-79C6.2	ENST00000623822
MCCD1P2	ENST00000423228
NUTM2F	ENST00000253262
RP11-399B17.1	ENST00000624058
PROZ	ENST00000342783
ZNF625	ENST00000439556
BOLL	ENST00000430004
CDK9	ENST00000373264
RN7SKP117	ENST00000410175
RP11-83B20.3	ENST00000625118
AC010518.3	ENST00000417373
ZNF503-AS2	ENST00000425916
RNY4P34	ENST00000364779
HK3	ENST00000292432
CHEK2P3	ENST00000416118
PDCL2P2	ENST00000533651
MAMDC2-AS1	ENST00000414515
RP11-555J4.3	ENST00000413291
TCEB1P16	ENST00000444494
TREML1	ENST00000426005
CNOT7P1	ENST00000429006
IKZF5	ENST00000368886
SNORD24	ENST00000383884
RP11-293I14.2	ENST00000548802
RNA5SP85	ENST00000365378
CTCFL	ENST00000423479
NXPH4	ENST00000349394
LBX2-AS1	ENST00000603175
CLSTN3	ENST00000537408
HTR5A-AS1	ENST00000395731
MTCYBP6	ENST00000441810
CTD-2245E15.3	ENST00000503113
BCRP5	ENST00000514371
ID2	ENST00000234091
RBMY1KP	ENST00000423480
ZBTB44	ENST00000527478
RP11-297D21.4	ENST00000635000
LINC00440	ENST00000446579
SUPT20H	ENST00000475892
RP11-631M6.2	ENST00000439448
GNL2P1	ENST00000451274
MAN2C1	ENST00000565683
RP11-85G21.2	ENST00000434098
FAM9C	ENST00000333995
MOCS3	ENST00000244051
MTND4LP20	ENST00000402379
LRRC37A11P	ENST00000579258
RP5-837J1.6	ENST00000612426
AL645922.1	ENST00000623068
RNU6-960P	ENST00000364056
RP11-103C16.2	ENST00000417390
RP11-131H24.5	ENST00000623423
RNU4-29P	ENST00000515943
DTL	ENST00000366991
RP11-692C23.1	ENST00000510731
TNRC18P1	ENST00000502875
SERPINE1	ENST00000223095
RP11-706O15.3	ENST00000381108
CDK16	ENST00000276052
SNORA14A	ENST00000364773
RP5-1136G13.1	ENST00000603438
CTD-3105H18.4	ENST00000507003
RP11-477N3.1	ENST00000606436
DUSP9	ENST00000342782
SPIB	ENST00000595883
NOS1AP	ENST00000361897
MAOA	ENST00000338702
AC078882.1	ENST00000436132
C1GALT1P2	ENST00000510813
HIP1R	ENST00000253083
RP11-586D19.2	ENST00000507424
C6orf58	ENST00000329722
FABP3P2	ENST00000453169
AC005779.2	ENST00000593083
FAAP100	ENST00000327787
C17orf70	ENST00000327787
RP11-491H19.1	ENST00000441001
AKR1B1	ENST00000285930
MIR4525	ENST00000580000
OR5H1	ENST00000354565
RP11-362J17.1	ENST00000610199
MTND4LP16	ENST00000440828
RP11-758H9.2	ENST00000611877
PTPN23	ENST00000265562
RP11-34P1.4	ENST00000604371
RP11-1017G21.4	ENST00000557551
RP11-795H16.3	ENST00000588794
RP11-675F6.4	ENST00000519764
RP11-411B6.6	ENST00000557395
JTBP1	ENST00000441314
RP11-492M23.2	ENST00000480465
RP11-553N19.1	ENST00000536216
RP11-361A21.3	ENST00000603241
RP11-393I23.4	ENST00000419596
GS1-69O6.1	ENST00000603806
SMPD5	ENST00000528912
RP11-504A18.1	ENST00000569425
RP11-293F5.1	ENST00000444647
MIR34B	ENST00000385076
AC097724.3	ENST00000452212
HIST1H3D	ENST00000356476
LINC01514	ENST00000434189
RP11-1292F20.1	ENST00000565277
MCRS1	ENST00000357123
SPOCK2	ENST00000317376
RP11-360F5.3	ENST00000507579
TEKT3	ENST00000338696
MGAT4A	ENST00000264968
RNA5SP331	ENST00000364986
AC079163.1	ENST00000418416
SLX1B-SULT1A4	ENST00000344620
PMP22	ENST00000494511
BX322557.10	ENST00000400362
AC125634.1	ENST00000438758
TMEM189	ENST00000371652
ASB1	ENST00000264607
CCDC179	ENST00000532798
MFAP1	ENST00000267812
MMAA	ENST00000541599
RP11-220H4.2	ENST00000438030
RP11-439C15.4	ENST00000517676
RP11-298I3.5	ENST00000555074
RN7SKP98	ENST00000517070
RP11-10L7.1	ENST00000500009
RP11-526P5.1	ENST00000431209
RP11-534I8.1	ENST00000437852
FDX1	ENST00000260270
RP11-756P10.4	ENST00000505178
RPL39P34	ENST00000477141
SERPINB3	ENST00000283752
RNU6-534P	ENST00000364877
RP11-736K20.4	ENST00000624364
RP1-136J15.1	ENST00000448300
ZFX-AS1	ENST00000427551
ATE1	ENST00000224652
RP11-724O16.1	ENST00000513963
RP11-317N12.1	ENST00000523336
AC005754.8	ENST00000606030
TNP1	ENST00000236979
FTLP16	ENST00000446400
TMEM86B	ENST00000327042
SEZ6L	ENST00000248933
RP11-111N20.4	ENST00000604050
RAB40AL	ENST00000218249
CTA-392E5.1	ENST00000517368
RPL36AP41	ENST00000493820
RP1-223E5.4	ENST00000566170
CALCOCO2	ENST00000448105
MRLN	ENST00000414264
RP11-945C19.4	ENST00000582939
RBBP8	ENST00000360790
ADCY3	ENST00000405392
MIR203A	ENST00000384836
RN7SL441P	ENST00000492388
FARP2	ENST00000264042
AC019055.1	ENST00000432822
AC114730.2	ENST00000442867
MAP3K10	ENST00000253055
RP11-10G12.2	ENST00000504151
GLRX5	ENST00000331334
EDA2R	ENST00000253392
RP11-542C10.1	ENST00000443270
AC016142.1	ENST00000622932
RP11-726G23.11	ENST00000525383
GUCA1C	ENST00000261047
RN7SL386P	ENST00000485776
RP5-933E2.1	ENST00000429539
RP3-339A18.3	ENST00000425348
NOXO1	ENST00000397280
CTC-465D4.1	ENST00000543778
RNU6-573P	ENST00000383938
GTF2IP8	ENST00000560687
OR7G2	ENST00000305456
DSTNP2	ENST00000602547
DLX2	ENST00000234198
BNIP3P31	ENST00000604515
HCP5	ENST00000414046
RASGEF1C	ENST00000361132
KIF12	ENST00000374118
TTLL10-AS1	ENST00000379317
RNA5SP180	ENST00000516181
SAAL1	ENST00000529318
AF131216.1	ENST00000622929
CBFA2T3	ENST00000268679
MIR4526	ENST00000583168
IGHJ2P	ENST00000454480
RP11-930O11.2	ENST00000560296
CPS1-IT1	ENST00000628368
POLR2H	ENST00000429568
CTD-2380F24.1	ENST00000564490
RPSAP72	ENST00000407020
CD46P1	ENST00000441364
STXBP5L	ENST00000273666
RP5-1142J19.2	ENST00000428733
HNRNPA1L2	ENST00000357495
RNU6-1267P	ENST00000410747
AC011043.2	ENST00000611619
RP11-345J4.5	ENST00000569622
ZNF782	ENST00000481138
RP11-536C10.17	ENST00000548164
AMER1	ENST00000330258
HSPA6	ENST00000309758
IL15	ENST00000296545
IGKV1OR2-6	ENST00000603485
RP11-395E19.2	ENST00000616253
KIAA1456	ENST00000524591
CTD-2555K7.2	ENST00000554857
DEFB135	ENST00000382208
KRT41P	ENST00000393988
AP000437.3	ENST00000624057
RP11-465K4.4	ENST00000603871
CTB-39G8.3	ENST00000592389
LIMS3	ENST00000480744
TLR5	ENST00000366881
UBE2DNL	ENST00000602536
HAMP	ENST00000222304
NME2P1	ENST00000426182
RP11-555K12.1	ENST00000493479
PLCE1-AS1	ENST00000596633
AC009299.4	ENST00000429684
RN7SL571P	ENST00000468302
RP11-552D4.1	ENST00000445339
RP4-639J15.1	ENST00000426169
RP11-803B1.2	ENST00000493276
CTAGE16P	ENST00000435601
RP11-627J17.1	ENST00000607832
RN7SL100P	ENST00000460565
DDX11L16	ENST00000507418
RP11-512M8.5	ENST00000535844
KRT16P2	ENST00000414673
RP4-764O22.1	ENST00000425900
RNU6-719P	ENST00000516671
PDE4A	ENST00000380702
RP5-1061H20.5	ENST00000430677
RP11-496I9.1	ENST00000527620
AC019064.1	ENST00000414796
RNPEPL1	ENST00000270357
AC130360.8	ENST00000425489
ADORA2BP1	ENST00000429195
RNU6-845P	ENST00000362578
RP11-54F2.9	ENST00000624673
PRKACG	ENST00000377276
DDX39B-AS1	ENST00000420520
OCM2	ENST00000257627
SDF2L1	ENST00000248958
RP11-180K7.1	ENST00000519700
OR52Y1P	ENST00000452418
RNU6-169P	ENST00000365336
TEX15	ENST00000256246
RP11-372E1.7	ENST00000468434
RP11-208N14.5	ENST00000636210
ERI1	ENST00000250263
AC005224.2	ENST00000458492
KLHL25	ENST00000337975
RP11-129B9.1	ENST00000470084
RNU6-880P	ENST00000384526
TRGJ1	ENST00000390337
RP11-118B18.3	ENST00000636637
RP11-397G5.2	ENST00000402967
KRTAP21-2	ENST00000333892
MAGEA6	ENST00000329342
RNU6-18P	ENST00000384527
RP4-794I6.4	ENST00000621919
HMGB1P39	ENST00000366304
DUX4L8	ENST00000629013
HSPE1P6	ENST00000479457
CCDC148-AS1	ENST00000412781
AC007967.2	ENST00000432613
RP11-27G24.1	ENST00000591331
CTD-2192D1.2	ENST00000636708
KRT8P33	ENST00000508125
RP11-777B9.5	ENST00000510231
BAZ2A	ENST00000551812
RNU7-144P	ENST00000459405
CNPPD1	ENST00000360507
TRA2A	ENST00000297071
OR1AB1P	ENST00000585564
CTD-2140G10.2	ENST00000528009
RP11-763F8.1	ENST00000502368
RN7SKP164	ENST00000516138
RP11-496D1.2	ENST00000443086
LINC01119	ENST00000468141
RNU6-54P	ENST00000365563
PKD1P6	ENST00000343738
TEX28	ENST00000610938
RNA5SP114	ENST00000363780
YTHDC1	ENST00000579690
PDZD2	ENST00000438447
STRN	ENST00000263918
FHP1	ENST00000442741
RP11-120K9.2	ENST00000558237
BPIFB1	ENST00000253354
CTD-2186M15.3	ENST00000606994
OR6L2P	ENST00000608207
GPM6BP3	ENST00000442797
RNA5SP89	ENST00000410300
RP3-423B22.5	ENST00000423216
TDRD7	ENST00000355295
TNNC1	ENST00000232975
RN7SL117P	ENST00000580765
RP11-767C1.2	ENST00000606447
RP11-298A10.1	ENST00000636123
RACK1	ENST00000512968
XXcos-LUCA16.1	ENST00000395152
CCDC80	ENST00000206423
RP11-7G12.1	ENST00000422100
RP4-607J2.1	ENST00000603368
S100A11P1	ENST00000477525
RNA5SP416	ENST00000516838
SLC23A1	ENST00000353963
RP11-165I9.10	ENST00000624309
PRICKLE4	ENST00000335515
PRICKLE4	ENST00000394263
RP11-1I2.1	ENST00000637744
ALG1L13P	ENST00000523017
RP11-101E3.5	ENST00000482796
RNU6-27P	ENST00000516146
RPL21P4	ENST00000497954
TRIM42	ENST00000286349
BPIFA1	ENST00000354297
LINC01270	ENST00000371639
TAB3P1	ENST00000452645
AGGF1P3	ENST00000493675
RPL23AP48	ENST00000406913
RP11-542K23.7	ENST00000433572
MIR523	ENST00000385281
RP11-23E10.5	ENST00000573021
SH3PXD2A	ENST00000369774
MIR548AX	ENST00000580117
CTD-2006K23.2	ENST00000582959
AC083864.3	ENST00000446024
LRRC32	ENST00000260061
RP11-31I22.4	ENST00000585093
RN7SL172P	ENST00000460535
CD86	ENST00000330540
TRIM44	ENST00000299413
AC078842.3	ENST00000438969
NIN	ENST00000245441
OMP	ENST00000529803
RP11-424C20.2	ENST00000540175
ELP3	ENST00000256398
FAM26E	ENST00000368599
KRT83	ENST00000293670
RP11-33H15.1	ENST00000624269
ARMCX6	ENST00000361910
LINC00383	ENST00000433664
HSPA14	ENST00000378372
WARS	ENST00000355338
RPL36AP6	ENST00000435770
RNU6-125P	ENST00000384505
RNA5SP493	ENST00000364115
RP11-193M21.1	ENST00000602731
LINC00977	ENST00000509893
HSBP1P2	ENST00000299671
RP11-88H9.2	ENST00000438293
RP11-378I6.2	ENST00000604443
MIR4419B	ENST00000577260
AC007318.5	ENST00000467568
DAPP1	ENST00000512369
HIST2H2AA4	ENST00000607355
RP11-440I14.3	ENST00000507483
CTD-2196E14.9	ENST00000566996
AP000473.6	ENST00000444868
RP11-834C11.6	ENST00000504891
ZNF789	ENST00000331410
RP11-120K19.4	ENST00000612025
TTTY22	ENST00000445253
SMC5-AS1	ENST00000594708
RP11-697H9.5	ENST00000604083
CLGN	ENST00000325617
RN7SKP272	ENST00000516988
RP11-881L2.1	ENST00000584109
RP1-300I2.3	ENST00000422041
SCT	ENST00000176195
RP11-327E2.5	ENST00000623796
AC017081.2	ENST00000420063
AC104073.1	ENST00000624631
RN7SL766P	ENST00000494719
TTC39A-AS1	ENST00000564479
UTP15	ENST00000509005
PQLC2	ENST00000375153
AP000233.3	ENST00000426609
TP53TG3	ENST00000563102
SLC25A6P4	ENST00000586535
RP11-407G23.2	ENST00000623921
ZNF30-AS1	ENST00000604333
RP11-775D22.2	ENST00000469264
RNU6-625P	ENST00000459412
FYCO1	ENST00000535325
SUB1P4	ENST00000566062
PPIAP15	ENST00000479662
RP3-406P24.4	ENST00000606564
RP11-132E11.2	ENST00000430545
IGKV2-14	ENST00000517571
RP11-403I13.10	ENST00000603712
ANGPTL8	ENST00000252453
KYNUP1	ENST00000466683
SRP9	ENST00000304786
RP11-178H8.3	ENST00000527217
AP005135.2	ENST00000532071
DUOX2	ENST00000389039
NGB	ENST00000298352
RP13-820C6.2	ENST00000542422
MPP1	ENST00000369534
RP11-78F17.3	ENST00000584914
C17orf51	ENST00000391411
RP11-713M15.1	ENST00000509350
NSA2	ENST00000610426
SUMO2P14	ENST00000604488
ETV5	ENST00000306376
VN1R28P	ENST00000452517
RP11-303E16.8	ENST00000564536
RP11-177H2.2	ENST00000522026
RP4-726N1.2	ENST00000429853
PHACTR1	ENST00000332995
RP11-185J20.2	ENST00000567192
ZSCAN12	ENST00000361028
RNU7-121P	ENST00000516604
RP11-185E8.2	ENST00000623631
GCSAML	ENST00000366488
UBC	ENST00000339647
TNIP1	ENST00000315050
EIF4BP2	ENST00000416702
EIF1B	ENST00000232905
LINC00396	ENST00000411690
KRTAP9-3	ENST00000411528
AP000477.3	ENST00000434859
CANT1	ENST00000302345
AC013727.2	ENST00000447761
RRBP1	ENST00000246043
SEC1P	ENST00000430145
AKT2	ENST00000392038
GTF2H5	ENST00000607778
AMIGO3	ENST00000320431
CSTP1	ENST00000433681
RNU6-893P	ENST00000458841
LA16c-306E5.2	ENST00000618352
RP11-12M9.4	ENST00000423293
VDAC1P7	ENST00000462417
FAM87B	ENST00000326734
FSCN2	ENST00000334850
OR7E18P	ENST00000592589
SHMT1	ENST00000316694
AC007009.1	ENST00000458624
TMED1	ENST00000214869
WFDC9	ENST00000326000
RPL37P3	ENST00000456825
REC8	ENST00000611366
RP11-164P12.5	ENST00000624858
CD72	ENST00000259633
GJB4	ENST00000339480
TBC1D28	ENST00000345096
CYP4F36P	ENST00000589193
PINK1	ENST00000321556
RP11-338C15.5	ENST00000427949
C8orf48	ENST00000297324
CTC-218H9.1	ENST00000505261
RP11-657G5.2	ENST00000633048
AF038458.4	ENST00000588406
OR8K4P	ENST00000534608
RP4-673D20.4	ENST00000455216
RP11-1018N14.5	ENST00000588341
RPL36AP40	ENST00000473882
LIN28A	ENST00000254231
RP11-563P16.1	ENST00000533459
MED23	ENST00000368058
RP11-624J6.2	ENST00000635789
COQ6	ENST00000334571
RNU6-489P	ENST00000618289
RN7SL750P	ENST00000582814
MEF2BNBP1	ENST00000502742
TIPIN	ENST00000261881
SNORA70	ENST00000516390
SNORA70	ENST00000516324
SNORA70	ENST00000516449
SNORA70	ENST00000516696
SNORA70	ENST00000516717
SNORA70	ENST00000516848
SNORA70	ENST00000516915
SNORA70	ENST00000517160
SNORA70	ENST00000384370
SNORA70	ENST00000384436
SNORA70	ENST00000384515
SNORA70	ENST00000384544
SNORA70	ENST00000612741
SNORA70	ENST00000516205
SNORA70	ENST00000365509
SNORA70	ENST00000365519
SNORA70	ENST00000515987
SNORA70	ENST00000516084
SNORA70	ENST00000516116
SNORA70	ENST00000383910
SNORA70	ENST00000383934
SNORA70	ENST00000384159
SNORA70	ENST00000384231
SNORA70	ENST00000384182
SNORA70	ENST00000364506
SNORA70	ENST00000365075
SNORA70	ENST00000612617
SNORA70	ENST00000363367
SNORA70	ENST00000517233
SNORA70	ENST00000517218
CYR61	ENST00000451137
FAM173B	ENST00000511437
HNRNPA1P58	ENST00000403629
RPL23AP92	ENST00000603609
CTC-508F8.1	ENST00000575612
LINC00520	ENST00000560336
RNU6-1037P	ENST00000459571
RP11-548K12.11	ENST00000415634
UBE4A	ENST00000431736
RP11-25J3.2	ENST00000548349
SMARCA1	ENST00000371121
PAGE2	ENST00000374968
RP11-325L12.6	ENST00000612943
RN7SL783P	ENST00000577950
